starttime	seconds	ctime	dtime	ttime	wait
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	17
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	18
Fri Jul 18 18:01:12 2025	1752850872	1	19	20	18
Fri Jul 18 18:01:12 2025	1752850872	4	16	20	15
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	20
Fri Jul 18 18:01:12 2025	1752850872	1	19	20	14
Fri Jul 18 18:01:12 2025	1752850872	1	19	20	19
Fri Jul 18 18:01:11 2025	1752850871	2	18	20	14
Fri Jul 18 18:01:12 2025	1752850872	3	17	20	16
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	18
Fri Jul 18 18:01:12 2025	1752850872	3	17	20	17
Fri Jul 18 18:01:12 2025	1752850872	0	20	20	20
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	19
Fri Jul 18 18:01:12 2025	1752850872	1	19	20	17
Fri Jul 18 18:01:11 2025	1752850871	3	17	20	15
Fri Jul 18 18:01:10 2025	1752850870	3	17	20	16
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	17
Fri Jul 18 18:01:12 2025	1752850872	1	19	20	17
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	16
Fri Jul 18 18:01:11 2025	1752850871	5	15	20	13
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	18
Fri Jul 18 18:01:11 2025	1752850871	2	19	20	18
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	18
Fri Jul 18 18:01:10 2025	1752850870	5	15	20	15
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	15
Fri Jul 18 18:01:10 2025	1752850870	3	18	20	10
Fri Jul 18 18:01:12 2025	1752850872	1	19	20	19
Fri Jul 18 18:01:12 2025	1752850872	0	20	20	19
Fri Jul 18 18:01:11 2025	1752850871	6	14	20	14
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	19
Fri Jul 18 18:01:10 2025	1752850870	1	20	20	14
Fri Jul 18 18:01:10 2025	1752850870	5	15	20	15
Fri Jul 18 18:01:11 2025	1752850871	3	17	20	15
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	19
Fri Jul 18 18:01:12 2025	1752850872	0	20	20	20
Fri Jul 18 18:01:12 2025	1752850872	3	17	20	16
Fri Jul 18 18:01:12 2025	1752850872	0	20	20	20
Fri Jul 18 18:01:10 2025	1752850870	1	20	20	19
Fri Jul 18 18:01:10 2025	1752850870	5	15	20	15
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	16
Fri Jul 18 18:01:11 2025	1752850871	1	20	20	19
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	19
Fri Jul 18 18:01:10 2025	1752850870	5	15	20	15
Fri Jul 18 18:01:10 2025	1752850870	0	20	20	17
Fri Jul 18 18:01:10 2025	1752850870	0	20	20	20
Fri Jul 18 18:01:10 2025	1752850870	0	20	20	20
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	18
Fri Jul 18 18:01:12 2025	1752850872	3	17	20	15
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	17
Fri Jul 18 18:01:11 2025	1752850871	3	17	20	16
Fri Jul 18 18:01:12 2025	1752850872	1	19	20	16
Fri Jul 18 18:01:12 2025	1752850872	1	19	20	18
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	19
Fri Jul 18 18:01:11 2025	1752850871	2	18	20	17
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	19
Fri Jul 18 18:01:12 2025	1752850872	2	18	20	14
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	14
Fri Jul 18 18:01:10 2025	1752850870	5	15	20	15
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	19
Fri Jul 18 18:01:11 2025	1752850871	3	17	20	16
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	20
Fri Jul 18 18:01:11 2025	1752850871	3	17	20	14
Fri Jul 18 18:01:10 2025	1752850870	4	17	20	15
Fri Jul 18 18:01:12 2025	1752850872	1	19	20	19
Fri Jul 18 18:01:11 2025	1752850871	6	14	20	12
Fri Jul 18 18:01:12 2025	1752850872	4	16	20	16
Fri Jul 18 18:01:12 2025	1752850872	2	18	20	14
Fri Jul 18 18:01:11 2025	1752850871	2	18	20	17
Fri Jul 18 18:01:11 2025	1752850871	2	18	20	17
Fri Jul 18 18:01:11 2025	1752850871	2	18	20	17
Fri Jul 18 18:01:12 2025	1752850872	2	18	20	18
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	19
Fri Jul 18 18:01:10 2025	1752850870	0	20	20	20
Fri Jul 18 18:01:11 2025	1752850871	4	16	20	3
Fri Jul 18 18:01:12 2025	1752850872	0	20	20	19
Fri Jul 18 18:01:12 2025	1752850872	0	20	20	20
Fri Jul 18 18:01:12 2025	1752850872	2	18	20	15
Fri Jul 18 18:01:11 2025	1752850871	5	15	20	13
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	20
Fri Jul 18 18:01:12 2025	1752850872	1	20	20	14
Fri Jul 18 18:01:11 2025	1752850871	1	20	20	19
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	19
Fri Jul 18 18:01:12 2025	1752850872	1	19	20	14
Fri Jul 18 18:01:10 2025	1752850870	4	16	20	16
Fri Jul 18 18:01:11 2025	1752850871	4	16	20	13
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	19
Fri Jul 18 18:01:12 2025	1752850872	4	16	20	11
Fri Jul 18 18:01:10 2025	1752850870	0	20	20	20
Fri Jul 18 18:01:10 2025	1752850870	2	19	20	18
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	20
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	18
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	18
Fri Jul 18 18:01:12 2025	1752850872	1	20	20	17
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	18
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	19
Fri Jul 18 18:01:11 2025	1752850871	2	18	20	17
Fri Jul 18 18:01:11 2025	1752850871	2	18	20	17
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	14
Fri Jul 18 18:01:11 2025	1752850871	1	20	20	20
Fri Jul 18 18:01:12 2025	1752850872	4	16	20	16
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	20
Fri Jul 18 18:01:10 2025	1752850870	3	17	20	14
Fri Jul 18 18:01:12 2025	1752850872	1	20	20	16
Fri Jul 18 18:01:12 2025	1752850872	0	20	20	20
Fri Jul 18 18:01:11 2025	1752850871	2	19	20	16
Fri Jul 18 18:01:12 2025	1752850872	5	15	20	12
Fri Jul 18 18:01:12 2025	1752850872	3	18	20	15
Fri Jul 18 18:01:12 2025	1752850872	3	17	20	17
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	18
Fri Jul 18 18:01:11 2025	1752850871	6	15	20	13
Fri Jul 18 18:01:11 2025	1752850871	1	19	20	19
Fri Jul 18 18:01:11 2025	1752850871	0	20	20	18
Fri Jul 18 18:01:11 2025	1752850871	6	15	20	13
Fri Jul 18 18:01:12 2025	1752850872	0	20	20	16
Fri Jul 18 18:01:11 2025	1752850871	6	15	20	13
Fri Jul 18 18:01:10 2025	1752850870	3	17	20	14
Fri Jul 18 18:01:10 2025	1752850870	0	20	21	20
Fri Jul 18 18:01:12 2025	1752850872	2	18	21	18
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	17
Fri Jul 18 18:01:11 2025	1752850871	8	13	21	11
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	18
Fri Jul 18 18:01:11 2025	1752850871	0	20	21	18
Fri Jul 18 18:01:12 2025	1752850872	1	19	21	17
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	19
Fri Jul 18 18:01:12 2025	1752850872	0	20	21	20
Fri Jul 18 18:01:11 2025	1752850871	3	18	21	17
Fri Jul 18 18:01:11 2025	1752850871	0	20	21	20
Fri Jul 18 18:01:11 2025	1752850871	3	17	21	10
Fri Jul 18 18:01:11 2025	1752850871	0	20	21	19
Fri Jul 18 18:01:11 2025	1752850871	3	18	21	14
Fri Jul 18 18:01:10 2025	1752850870	3	17	21	16
Fri Jul 18 18:01:11 2025	1752850871	3	17	21	6
Fri Jul 18 18:01:11 2025	1752850871	3	18	21	17
Fri Jul 18 18:01:10 2025	1752850870	5	16	21	16
Fri Jul 18 18:01:11 2025	1752850871	5	16	21	14
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	18
Fri Jul 18 18:01:12 2025	1752850872	4	17	21	16
Fri Jul 18 18:01:11 2025	1752850871	6	15	21	12
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	15
Fri Jul 18 18:01:11 2025	1752850871	10	10	21	10
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	18
Fri Jul 18 18:01:12 2025	1752850872	2	18	21	14
Fri Jul 18 18:01:11 2025	1752850871	1	19	21	19
Fri Jul 18 18:01:10 2025	1752850870	2	19	21	18
Fri Jul 18 18:01:12 2025	1752850872	6	15	21	12
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	18
Fri Jul 18 18:01:11 2025	1752850871	1	19	21	18
Fri Jul 18 18:01:12 2025	1752850872	0	21	21	17
Fri Jul 18 18:01:11 2025	1752850871	2	18	21	18
Fri Jul 18 18:01:12 2025	1752850872	4	17	21	13
Fri Jul 18 18:01:11 2025	1752850871	0	20	21	19
Fri Jul 18 18:01:12 2025	1752850872	6	15	21	14
Fri Jul 18 18:01:10 2025	1752850870	4	17	21	15
Fri Jul 18 18:01:11 2025	1752850871	0	20	21	17
Fri Jul 18 18:01:12 2025	1752850872	2	19	21	13
Fri Jul 18 18:01:10 2025	1752850870	2	19	21	11
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	12
Fri Jul 18 18:01:11 2025	1752850871	0	20	21	15
Fri Jul 18 18:01:11 2025	1752850871	5	16	21	16
Fri Jul 18 18:01:11 2025	1752850871	0	20	21	15
Fri Jul 18 18:01:11 2025	1752850871	2	18	21	17
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	20
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	18
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	16
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	18
Fri Jul 18 18:01:11 2025	1752850871	1	19	21	18
Fri Jul 18 18:01:11 2025	1752850871	4	17	21	17
Fri Jul 18 18:01:11 2025	1752850871	4	16	21	16
Fri Jul 18 18:01:11 2025	1752850871	5	16	21	16
Fri Jul 18 18:01:11 2025	1752850871	5	16	21	13
Fri Jul 18 18:01:10 2025	1752850870	2	19	21	19
Fri Jul 18 18:01:12 2025	1752850872	3	17	21	17
Fri Jul 18 18:01:12 2025	1752850872	2	19	21	15
Fri Jul 18 18:01:10 2025	1752850870	0	21	21	20
Fri Jul 18 18:01:11 2025	1752850871	5	16	21	13
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	19
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	17
Fri Jul 18 18:01:11 2025	1752850871	5	16	21	13
Fri Jul 18 18:01:11 2025	1752850871	4	17	21	17
Fri Jul 18 18:01:10 2025	1752850870	0	20	21	17
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	18
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	19
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	20
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	18
Fri Jul 18 18:01:11 2025	1752850871	3	18	21	14
Fri Jul 18 18:01:12 2025	1752850872	0	21	21	16
Fri Jul 18 18:01:11 2025	1752850871	4	17	21	16
Fri Jul 18 18:01:10 2025	1752850870	1	20	21	18
Fri Jul 18 18:01:11 2025	1752850871	1	19	21	19
Fri Jul 18 18:01:11 2025	1752850871	0	20	21	17
Fri Jul 18 18:01:11 2025	1752850871	0	21	21	19
Fri Jul 18 18:01:12 2025	1752850872	2	19	21	11
Fri Jul 18 18:01:10 2025	1752850870	0	21	21	20
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	16
Fri Jul 18 18:01:11 2025	1752850871	5	16	21	13
Fri Jul 18 18:01:12 2025	1752850872	0	20	21	19
Fri Jul 18 18:01:12 2025	1752850872	4	17	21	16
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	20
Fri Jul 18 18:01:11 2025	1752850871	0	21	21	18
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	20
Fri Jul 18 18:01:10 2025	1752850870	2	19	21	18
Fri Jul 18 18:01:12 2025	1752850872	5	16	21	12
Fri Jul 18 18:01:12 2025	1752850872	5	16	21	15
Fri Jul 18 18:01:10 2025	1752850870	1	20	21	20
Fri Jul 18 18:01:11 2025	1752850871	0	21	21	14
Fri Jul 18 18:01:12 2025	1752850872	2	19	21	18
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	18
Fri Jul 18 18:01:10 2025	1752850870	2	19	21	19
Fri Jul 18 18:01:12 2025	1752850872	3	18	21	18
Fri Jul 18 18:01:11 2025	1752850871	3	18	21	17
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	18
Fri Jul 18 18:01:11 2025	1752850871	0	21	21	13
Fri Jul 18 18:01:11 2025	1752850871	0	21	21	14
Fri Jul 18 18:01:12 2025	1752850872	0	21	21	16
Fri Jul 18 18:01:12 2025	1752850872	3	18	21	18
Fri Jul 18 18:01:10 2025	1752850870	3	18	21	18
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	18
Fri Jul 18 18:01:11 2025	1752850871	0	21	21	19
Fri Jul 18 18:01:10 2025	1752850870	0	21	21	20
Fri Jul 18 18:01:11 2025	1752850871	3	18	21	17
Fri Jul 18 18:01:13 2025	1752850873	0	21	21	20
Fri Jul 18 18:01:10 2025	1752850870	1	20	21	13
Fri Jul 18 18:01:11 2025	1752850871	3	18	21	17
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	20
Fri Jul 18 18:01:11 2025	1752850871	3	18	21	16
Fri Jul 18 18:01:12 2025	1752850872	1	21	21	19
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	19
Fri Jul 18 18:01:11 2025	1752850871	4	17	21	14
Fri Jul 18 18:01:10 2025	1752850870	0	21	21	14
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	18
Fri Jul 18 18:01:12 2025	1752850872	0	21	21	15
Fri Jul 18 18:01:12 2025	1752850872	3	18	21	18
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	19
Fri Jul 18 18:01:12 2025	1752850872	4	17	21	17
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	18
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	19
Fri Jul 18 18:01:11 2025	1752850871	1	21	21	18
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	19
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	19
Fri Jul 18 18:01:11 2025	1752850871	1	21	21	18
Fri Jul 18 18:01:10 2025	1752850870	0	21	21	21
Fri Jul 18 18:01:10 2025	1752850870	0	21	21	21
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	18
Fri Jul 18 18:01:11 2025	1752850871	4	17	21	7
Fri Jul 18 18:01:11 2025	1752850871	1	21	21	20
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	20
Fri Jul 18 18:01:11 2025	1752850871	3	18	21	15
Fri Jul 18 18:01:12 2025	1752850872	3	18	21	18
Fri Jul 18 18:01:11 2025	1752850871	1	21	21	14
Fri Jul 18 18:01:11 2025	1752850871	3	19	21	16
Fri Jul 18 18:01:11 2025	1752850871	1	21	21	18
Fri Jul 18 18:01:11 2025	1752850871	2	20	21	19
Fri Jul 18 18:01:12 2025	1752850872	1	21	21	20
Fri Jul 18 18:01:11 2025	1752850871	0	21	21	14
Fri Jul 18 18:01:12 2025	1752850872	3	19	21	15
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	18
Fri Jul 18 18:01:11 2025	1752850871	0	21	21	21
Fri Jul 18 18:01:11 2025	1752850871	3	18	21	17
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	17
Fri Jul 18 18:01:11 2025	1752850871	5	16	21	13
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	17
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	17
Fri Jul 18 18:01:10 2025	1752850870	0	21	21	21
Fri Jul 18 18:01:11 2025	1752850871	7	14	21	9
Fri Jul 18 18:01:10 2025	1752850870	0	21	21	21
Fri Jul 18 18:01:10 2025	1752850870	0	21	21	21
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	20
Fri Jul 18 18:01:12 2025	1752850872	1	20	21	20
Fri Jul 18 18:01:12 2025	1752850872	4	17	21	16
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	18
Fri Jul 18 18:01:11 2025	1752850871	0	21	21	17
Fri Jul 18 18:01:13 2025	1752850873	0	21	21	21
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	17
Fri Jul 18 18:01:11 2025	1752850871	0	21	21	20
Fri Jul 18 18:01:12 2025	1752850872	0	21	21	21
Fri Jul 18 18:01:11 2025	1752850871	1	20	21	18
Fri Jul 18 18:01:12 2025	1752850872	2	20	21	19
Fri Jul 18 18:01:11 2025	1752850871	10	11	21	7
Fri Jul 18 18:01:12 2025	1752850872	3	18	21	14
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	14
Fri Jul 18 18:01:12 2025	1752850872	0	21	21	18
Fri Jul 18 18:01:11 2025	1752850871	2	19	21	14
Fri Jul 18 18:01:10 2025	1752850870	2	20	21	20
Fri Jul 18 18:01:10 2025	1752850870	1	21	21	20
Fri Jul 18 18:01:12 2025	1752850872	0	21	21	21
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	19
Fri Jul 18 18:01:12 2025	1752850872	0	21	22	14
Fri Jul 18 18:01:10 2025	1752850870	3	18	22	17
Fri Jul 18 18:01:11 2025	1752850871	0	21	22	18
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	20
Fri Jul 18 18:01:11 2025	1752850871	7	14	22	13
Fri Jul 18 18:01:11 2025	1752850871	1	20	22	20
Fri Jul 18 18:01:11 2025	1752850871	11	10	22	10
Fri Jul 18 18:01:11 2025	1752850871	0	21	22	16
Fri Jul 18 18:01:11 2025	1752850871	3	19	22	15
Fri Jul 18 18:01:10 2025	1752850870	0	21	22	14
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	20
Fri Jul 18 18:01:12 2025	1752850872	3	19	22	14
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	17
Fri Jul 18 18:01:11 2025	1752850871	2	19	22	17
Fri Jul 18 18:01:12 2025	1752850872	3	19	22	19
Fri Jul 18 18:01:12 2025	1752850872	3	19	22	18
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	14
Fri Jul 18 18:01:11 2025	1752850871	4	18	22	18
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	19
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	20
Fri Jul 18 18:01:12 2025	1752850872	3	19	22	18
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	20
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	15
Fri Jul 18 18:01:11 2025	1752850871	2	19	22	14
Fri Jul 18 18:01:11 2025	1752850871	0	21	22	20
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	20
Fri Jul 18 18:01:11 2025	1752850871	2	20	22	18
Fri Jul 18 18:01:12 2025	1752850872	0	21	22	19
Fri Jul 18 18:01:10 2025	1752850870	1	21	22	15
Fri Jul 18 18:01:11 2025	1752850871	10	11	22	11
Fri Jul 18 18:01:12 2025	1752850872	3	19	22	17
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	20
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	6
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	15
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	19
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	15
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	14
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	21
Fri Jul 18 18:01:11 2025	1752850871	2	20	22	18
Fri Jul 18 18:01:12 2025	1752850872	7	15	22	11
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	20
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	22
Fri Jul 18 18:01:12 2025	1752850872	5	17	22	17
Fri Jul 18 18:01:11 2025	1752850871	7	15	22	9
Fri Jul 18 18:01:11 2025	1752850871	7	15	22	9
Fri Jul 18 18:01:12 2025	1752850872	3	19	22	15
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	19
Fri Jul 18 18:01:12 2025	1752850872	3	19	22	15
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	18
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	20
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	21
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	14
Fri Jul 18 18:01:11 2025	1752850871	2	20	22	18
Fri Jul 18 18:01:10 2025	1752850870	0	21	22	21
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	14
Fri Jul 18 18:01:11 2025	1752850871	2	20	22	14
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	12
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	18
Fri Jul 18 18:01:10 2025	1752850870	2	20	22	18
Fri Jul 18 18:01:12 2025	1752850872	2	20	22	20
Fri Jul 18 18:01:10 2025	1752850870	1	21	22	18
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	21
Fri Jul 18 18:01:10 2025	1752850870	3	19	22	19
Fri Jul 18 18:01:11 2025	1752850871	2	20	22	18
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	14
Fri Jul 18 18:01:11 2025	1752850871	5	17	22	15
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	18
Fri Jul 18 18:01:10 2025	1752850870	1	21	22	21
Fri Jul 18 18:01:12 2025	1752850872	4	18	22	17
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	22
Fri Jul 18 18:01:12 2025	1752850872	5	17	22	17
Fri Jul 18 18:01:11 2025	1752850871	4	18	22	16
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	19
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	22
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	19
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	21
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	21
Fri Jul 18 18:01:11 2025	1752850871	11	12	22	11
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	21
Fri Jul 18 18:01:11 2025	1752850871	5	17	22	15
Fri Jul 18 18:01:11 2025	1752850871	11	11	22	10
Fri Jul 18 18:01:10 2025	1752850870	1	21	22	19
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	18
Fri Jul 18 18:01:12 2025	1752850872	2	20	22	19
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	21
Fri Jul 18 18:01:10 2025	1752850870	3	20	22	19
Fri Jul 18 18:01:10 2025	1752850870	3	19	22	9
Fri Jul 18 18:01:10 2025	1752850870	1	21	22	20
Fri Jul 18 18:01:10 2025	1752850870	0	22	22	20
Fri Jul 18 18:01:11 2025	1752850871	3	20	22	18
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	18
Fri Jul 18 18:01:11 2025	1752850871	1	22	22	21
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	17
Fri Jul 18 18:01:11 2025	1752850871	3	19	22	15
Fri Jul 18 18:01:11 2025	1752850871	4	19	22	15
Fri Jul 18 18:01:11 2025	1752850871	5	17	22	15
Fri Jul 18 18:01:11 2025	1752850871	3	19	22	18
Fri Jul 18 18:01:11 2025	1752850871	5	17	22	15
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	20
Fri Jul 18 18:01:10 2025	1752850870	2	20	22	20
Fri Jul 18 18:01:12 2025	1752850872	3	20	22	20
Fri Jul 18 18:01:11 2025	1752850871	1	22	22	18
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	20
Fri Jul 18 18:01:12 2025	1752850872	1	22	22	20
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	15
Fri Jul 18 18:01:11 2025	1752850871	3	20	22	17
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	21
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	22
Fri Jul 18 18:01:11 2025	1752850871	4	18	22	17
Fri Jul 18 18:01:11 2025	1752850871	3	19	22	18
Fri Jul 18 18:01:12 2025	1752850872	2	21	22	19
Fri Jul 18 18:01:12 2025	1752850872	3	19	22	19
Fri Jul 18 18:01:12 2025	1752850872	3	19	22	19
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	19
Fri Jul 18 18:01:10 2025	1752850870	0	22	22	22
Fri Jul 18 18:01:12 2025	1752850872	1	21	22	21
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	21
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	22
Fri Jul 18 18:01:11 2025	1752850871	7	15	22	9
Fri Jul 18 18:01:10 2025	1752850870	2	20	22	17
Fri Jul 18 18:01:11 2025	1752850871	2	21	22	15
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	21
Fri Jul 18 18:01:10 2025	1752850870	0	22	22	22
Fri Jul 18 18:01:12 2025	1752850872	2	21	22	20
Fri Jul 18 18:01:10 2025	1752850870	2	21	22	20
Fri Jul 18 18:01:12 2025	1752850872	5	18	22	17
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	21
Fri Jul 18 18:01:11 2025	1752850871	1	21	22	21
Fri Jul 18 18:01:10 2025	1752850870	1	22	22	20
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	20
Fri Jul 18 18:01:12 2025	1752850872	0	22	22	19
Fri Jul 18 18:01:11 2025	1752850871	0	22	22	21
Fri Jul 18 18:01:11 2025	1752850871	2	21	22	18
Fri Jul 18 18:01:10 2025	1752850870	2	21	22	20
Fri Jul 18 18:01:12 2025	1752850872	1	22	22	21
Fri Jul 18 18:01:12 2025	1752850872	5	18	22	17
Fri Jul 18 18:01:10 2025	1752850870	0	22	23	18
Fri Jul 18 18:01:10 2025	1752850870	0	22	23	21
Fri Jul 18 18:01:10 2025	1752850870	0	22	23	22
Fri Jul 18 18:01:11 2025	1752850871	0	22	23	21
Fri Jul 18 18:01:11 2025	1752850871	0	22	23	17
Fri Jul 18 18:01:12 2025	1752850872	1	22	23	21
Fri Jul 18 18:01:12 2025	1752850872	1	22	23	21
Fri Jul 18 18:01:12 2025	1752850872	1	22	23	21
Fri Jul 18 18:01:11 2025	1752850871	1	21	23	20
Fri Jul 18 18:01:11 2025	1752850871	2	21	23	21
Fri Jul 18 18:01:11 2025	1752850871	3	20	23	18
Fri Jul 18 18:01:12 2025	1752850872	1	21	23	19
Fri Jul 18 18:01:11 2025	1752850871	5	18	23	15
Fri Jul 18 18:01:11 2025	1752850871	3	19	23	7
Fri Jul 18 18:01:11 2025	1752850871	1	22	23	21
Fri Jul 18 18:01:11 2025	1752850871	1	22	23	20
Fri Jul 18 18:01:11 2025	1752850871	2	21	23	21
Fri Jul 18 18:01:10 2025	1752850870	0	23	23	23
Fri Jul 18 18:01:11 2025	1752850871	0	23	23	18
Fri Jul 18 18:01:10 2025	1752850870	2	21	23	20
Fri Jul 18 18:01:12 2025	1752850872	0	23	23	18
Fri Jul 18 18:01:12 2025	1752850872	0	22	23	22
Fri Jul 18 18:01:11 2025	1752850871	1	22	23	21
Fri Jul 18 18:01:12 2025	1752850872	1	22	23	21
Fri Jul 18 18:01:10 2025	1752850870	2	20	23	20
Fri Jul 18 18:01:11 2025	1752850871	1	22	23	19
Fri Jul 18 18:01:11 2025	1752850871	2	20	23	18
Fri Jul 18 18:01:11 2025	1752850871	5	18	23	9
